KK10_2m	24261868
KK1_2m	7360133
KK1_2ub	16537790
KK14_2m	10422100
KK15_2m	11771728
KK2_2m	19852445
KK2_2ub	22196413
KK3_2m	11790752
KK3_2ub	19120110
KK4_2m	16343508
KK6_2m	15228304
KK7_2m	12541983
KK8_2m	16175572
KK9_2m	12551975
KO10_2m	20806614
KO10_3m	16475237
KO1_2m	12329598
KO1_2ub	19878798
KO14_2m	10483663
KO15_2m	10434393
KO2_2m	11955610
KO2_2ub	20443215
KO2_3m	23517739
KO3_2m	10710002
KO3_2ub	15030309
KO4_2m	14801578
KO6_2m	16302910
KO6_3m	20735650
KO7_2m	16134099
KO7_3m	20586760
KO8_2m	14718328
KO9_2m	11204064
OK10_2m	21647421
OK1_2m	10445609
OK1_2ub	17672366
OK14_2m	19499394
OK14_3m	24413932
OK15_2m	4923128
OK15_3m	17597533
OK2_2m	9672254
OK2_2ub	22980203
OK3_2m	11795002
OK3_2ub	20301706
OK4_2m	17201560
OK6_2m	8878825
OK7_2m	11748561
OK8_2m	10848263
OK9_2m	12015518
OO10_2m	24521174
OO1_2m	12656764
OO1_2ub	19847116
OO14_2m	3340863
OO15_2m	17852291
OO2_2m	18795538
OO2_2ub	18846258
OO3_2m	9247886
OO3_2ub	19305003
OO4_2m	8165212
OO6_2m	13605134
OO7_2m	10624861
OO8_2m	11017117
OO9_2m	11410563
